Unnamed: 0,Season,Team,Gtm,Week,Date,H/A,Day,Opp,Rslt,Pts,PtsO,OT,Cmp,Att,Cmp%,P_Yds,P_TD,P_Y/A,Adj_P_Y/A,QBR,Sk,Sk_Yds,R_Att,R_Yds,R_TD,R_Y/A,Ply,Tot,Y/P,FGA,FGM,XPA,XPM,Pnt,Yds.3,Pass,Rsh,Pen,1stD,3DConv,3DAtt,4DConv,4DAtt,Pen.1,Yds.4,FL,Int,TO,ToP,Day.1,Opp_Cmp,Opp_P_Att,Opp_Cmp%,Opp_P_Yds,Opp_P_TD,Opp_P_Y/A,Opp_Adj_P_A/YA,Opp_QBR,Def_Sk,Def_Sk_Yds,Opp_R_Att,Opp_R_Yds,Opp_R_TD,Opp_R_Y/A,Opp_Ply,Opp_Tot,Opp_Y/P,Opp_FGA,Opp_FGM,Opp_XPA,XPM.1,Opp_Pnt,Opp_Pnt_Yds,Opp_1D_P,Opp_1D_R,Opp_1D_Pen,Opp_1D_Tot,Opp_3DConv,Opp_3DAtt,Opp_4DConv,Opp_4DAtt,Opp_Pen,Opp_PenYds,Opp_FL,Opp_Int,Opp_TO,Opp_ToP,Time (ET),Score,Spread,Total,Spread Result,O/U,Total Score,O/U Result,Total TDs,Points Per Drive,Yds Per Drive,4D Success,3D Success,Pts per Play,Sk Rate,3d Stop Rate,4d Stop Rate,Pts Allowed per Play,Yds Allowed per Play,Turnover Diff,Turnover Percentage,Defensive TO Percentage,ToP_Minutes,Opp_ToP_Minutes,Pts Per Min of Poss,Yds per Min of Poss,ToP Ratio,Def Pts Allowed Per Min of Poss,Def Yds Allowed Per Min of Poss,Pts_rollingavg3,PtsO_rollingavg3,Tot_rollingavg3,Opp_Tot_rollingavg3,Points Per Drive_rollingavg3,Yds Per Drive_rollingavg3,Pts per Play_rollingavg3,Y/P_rollingavg3,Opp_Y/P_rollingavg3,TO_rollingavg3,Opp_TO_rollingavg3,ToP_Minutes_rollingavg3,Opp_ToP_Minutes_rollingavg3,Turnover Diff_rollingavg3,Turnover Percentage_rollingavg3,Defensive TO Percentage_rollingavg3,Pts Per Min of Poss_rollingavg3,Yds per Min of Poss_rollingavg3,ToP Ratio_rollingavg3,Def Pts Allowed Per Min of Poss_rollingavg3,Def Yds Allowed Per Min of Poss_rollingavg3,3DConv_rollingavg3,4DConv_rollingavg3,3D Success_rollingavg3,4D Success_rollingavg3,3d Stop Rate_rollingavg3,4d Stop Rate_rollingavg3,Sk Rate_rollingavg3,Season_Weight,Win,Season_Wins,Record,Win PCT,Team_Elo,Opp_Elo
147,2025,ram,5.0,5.0,2025-10-02,0.0,Thu,sfo,L,23.0,26.0,OT,30.0,47.0,63.8,378.0,3.0,8.0,9.32,110.1,1.0,11.0,16.0,78.0,0.0,4.9,64.0,456.0,7.13,2.0,1.0,3.0,2.0,2.0,110.0,18.0,5.0,4.0,27.0,4.0,10.0,2.0,3.0,5.0,36.0,2.0,0.0,2.0,26:20,Thu,33.0,49.0,67.3,333.0,2.0,6.8,7.61,100.1,1.0,9.0,33.0,74.0,0.0,2.2,83.0,407.0,4.9,4.0,4.0,2.0,2.0,4.0,168.0,19.0,6.0,2.0,27.0,7.0,18.0,3.0,3.0,8.0,44.0,0.0,0.0,0.0,40:04,8:20,L 23-26 (OT),L -8.5,O 44,-8.5,44.0,49.0,O,3.0,2.5555555555555554,50.666666666666664,0.6666666666666666,0.4,0.359375,0.02040816326530612,0.6111111111111112,0.0,0.3132530120481928,4.903614457831325,-2.0,0.03125,0.0,26.333333333333332,40.06666666666667,0.8734177215189873,17.31645569620253,0.39658634538152604,0.64891846921797,10.158069883527453,28.666666666666668,24.0,419.0,291.0,2.8666666666666667,41.9,0.4463252378506615,6.476666666666667,4.82,1.0,1.6666666666666667,30.344444444444445,29.655555555555555,0.6666666666666666,0.015462127326534106,0.028356481481481483,0.9463291686267304,13.78375648118881,0.5057407407407407,0.805815384945418,9.85500466285992,4.0,0.6666666666666666,0.35000000000000003,0.5,0.6365079365079366,0.06666666666666665,0.11237373737373739,1.0,0.0,3.0,3.0-2.0,0.6,1596.0065464050056,1525.4694873534822
148,2025,ram,6.0,6.0,2025-10-12,1.0,Sun,rav,W,17.0,3.0,0,17.0,26.0,65.4,167.0,1.0,6.4,7.19,96.2,2.0,14.0,23.0,74.0,1.0,3.2,51.0,241.0,4.73,2.0,1.0,2.0,2.0,2.0,113.0,10.0,4.0,1.0,15.0,4.0,10.0,1.0,2.0,6.0,40.0,1.0,0.0,1.0,22:05,Sun,21.0,34.0,61.8,117.0,0.0,3.4,2.12,55.6,4.0,23.0,37.0,179.0,0.0,4.8,75.0,296.0,3.95,1.0,1.0,0.0,0.0,1.0,53.0,6.0,11.0,2.0,19.0,7.0,17.0,2.0,6.0,7.0,80.0,2.0,1.0,3.0,37:55,1:00,W 17-3,W -7.5,U 45,-7.5,45.0,20.0,U,2.0,2.4285714285714284,34.42857142857143,0.5,0.4,0.3333333333333333,0.11764705882352941,0.5882352941176471,0.6666666666666667,0.04,3.9466666666666668,2.0,0.0196078431372549,0.04,22.083333333333332,37.916666666666664,0.769811320754717,10.913207547169812,0.3680555555555555,0.07912087912087913,7.806593406593407,25.333333333333332,26.333333333333332,424.6666666666667,342.6666666666667,2.6185185185185187,44.15555555555556,0.37967622655122657,6.373333333333332,5.140000000000001,1.3333333333333333,1.3333333333333333,29.16111111111111,32.97222222222222,0.0,0.020229076479076482,0.02314814814814815,0.8693702496238571,14.659087409482387,0.4719176706827309,0.8118282375329243,10.451874664618657,3.6666666666666665,1.0,0.3444444444444444,0.38888888888888884,0.6402116402116402,0.06666666666666665,0.06867140795712225,1.0,1.0,4.0,4.0-2.0,0.6666666666666666,1561.516542626548,1490.0487745291018
149,2025,ram,7.0,7.0,2025-10-19,0.0,Sun,jax,W,35.0,7.0,0,21.0,33.0,63.6,182.0,5.0,5.5,8.55,117.7,0.0,0.0,29.0,89.0,0.0,3.1,62.0,271.0,4.37,0.0,0.0,5.0,5.0,5.0,242.0,14.0,4.0,8.0,26.0,2.0,10.0,2.0,2.0,5.0,45.0,0.0,0.0,0.0,31:46,Sun,23.0,48.0,47.9,264.0,1.0,5.5,5.92,71.9,7.0,32.0,19.0,94.0,0.0,4.9,74.0,358.0,4.84,1.0,0.0,1.0,1.0,5.0,207.0,13.0,5.0,3.0,21.0,3.0,15.0,2.0,6.0,13.0,119.0,0.0,0.0,0.0,28:14,0,0,0,0,0.0,0.0,42.0,P,5.0,3.5,27.1,1.0,0.2,0.5645161290322581,0.14583333333333334,0.8,0.6666666666666667,0.0945945945945946,4.837837837837838,0.0,0.0,0.0,31.766666666666666,28.233333333333334,1.1017838405036726,8.530954879328437,0.5294444444444444,0.24793388429752064,12.68004722550177,22.333333333333332,16.333333333333332,386.3333333333333,345.3333333333333,2.5613756613756613,43.765079365079366,0.3594742063492064,6.153333333333333,4.933333333333334,1.3333333333333333,2.0,26.71666666666667,35.416666666666664,0.6666666666666666,0.021714519140989732,0.03119047619047619,0.831356459469386,14.26282892426137,0.43117692994199014,0.47852883938338997,9.915107889159785,4.0,1.3333333333333333,0.37777777777777777,0.5555555555555555,0.6220043572984749,0.22222222222222224,0.06622042756496538,1.0,1.0,5.0,5.0-2.0,0.7142857142857143,1596.4454711481812,1501.7700281038187
150,2025,ram,8.0,9.0,2025-11-02,0.0,Sun,nor,W,34.0,10.0,0,24.0,32.0,75.0,267.0,4.0,8.3,10.84,138.9,2.0,14.0,43.0,171.0,1.0,4.0,77.0,438.0,5.69,1.0,0.0,5.0,4.0,2.0,100.0,14.0,13.0,3.0,30.0,7.0,14.0,2.0,2.0,3.0,32.0,0.0,0.0,0.0,43:53,Sun,15.0,25.0,60.0,167.0,1.0,6.7,5.68,76.6,1.0,9.0,14.0,57.0,0.0,4.1,40.0,224.0,5.6,1.0,1.0,1.0,1.0,4.0,184.0,8.0,1.0,1.0,10.0,2.0,9.0,0.0,2.0,5.0,33.0,1.0,1.0,2.0,16:07,4:05,W 34-10,W -14.5,P 44,-14.5,44.0,44.0,P,5.0,4.25,54.75,1.0,0.5,0.44155844155844154,0.04,0.7777777777777778,1.0,0.25,5.6,2.0,0.0,0.05,43.88333333333333,16.116666666666667,0.7747816179263198,9.981010254462591,0.7313888888888889,0.6204756980351602,13.89865563598759,25.0,12.0,322.6666666666667,353.6666666666667,2.828042328042328,37.3984126984127,0.4190748207885305,5.41,4.5633333333333335,1.0,1.0,26.727777777777778,35.40555555555556,0.0,0.01695261437908497,0.013333333333333334,0.9150042942591257,12.253539374233592,0.4313621151271753,0.32532441087878994,10.214903505207543,3.3333333333333335,1.6666666666666667,0.3333333333333333,0.7222222222222222,0.6664488017429194,0.4444444444444445,0.09462951847405628,1.0,1.0,6.0,6.0-3.0,0.6666666666666666,1612.6501612513657,1330.6365199243571
16,2025,rav,1.0,1.0,2025-09-07,1.0,Sun,buf,L,40.0,41.0,0,14.0,19.0,73.7,194.0,2.0,10.2,12.32,141.1,2.0,15.0,29.0,238.0,3.0,8.2,50.0,432.0,8.64,2.0,2.0,5.0,4.0,3.0,152.0,8.0,10.0,1.0,19.0,6.0,11.0,0.0,0.0,7.0,51.0,1.0,0.0,1.0,25:11,Sun,33.0,46.0,71.7,389.0,2.0,8.5,9.33,111.6,1.0,5.0,31.0,108.0,3.0,3.5,78.0,497.0,6.37,3.0,3.0,2.0,2.0,4.0,158.0,18.0,9.0,2.0,29.0,7.0,15.0,1.0,1.0,5.0,38.0,0.0,0.0,0.0,34:49,8:20,L 40-41,L -1.5,O 51.5,-1.5,51.5,81.0,O,5.0,3.6363636363636362,39.27272727272727,0.0,0.5454545454545454,0.8,0.021739130434782608,0.5333333333333333,0.0,0.5256410256410257,6.371794871794871,-1.0,0.02,0.0,25.183333333333334,34.81666666666667,1.588352084712111,17.1542025148908,0.4197222222222222,1.1775969363331737,14.274772618477739,40.0,41.0,432.0,497.0,3.6363636363636362,39.27272727272727,0.8,8.64,6.37,1.0,0.0,25.183333333333334,34.81666666666667,-1.0,0.02,0.0,1.588352084712111,17.1542025148908,0.4197222222222222,1.1775969363331737,14.274772618477739,6.0,0.0,0.5454545454545454,0.0,0.5333333333333333,0.0,0.021739130434782608,1.0,0.0,0.0,0.0-1.0,0.0,1575.50820270939,1619.1326619676713
17,2025,rav,2.0,2.0,2025-09-14,0.0,Sun,cle,W,41.0,17.0,0,19.0,29.0,65.5,197.0,4.0,6.8,9.55,124.6,3.0,28.0,21.0,45.0,0.0,2.1,53.0,242.0,4.57,2.0,2.0,5.0,5.0,5.0,259.0,10.0,2.0,2.0,14.0,3.0,12.0,1.0,1.0,6.0,28.0,0.0,0.0,0.0,28:11,Sun,28.0,48.0,58.3,207.0,2.0,4.3,4.21,73.9,2.0,11.0,22.0,115.0,0.0,5.2,72.0,322.0,4.47,1.0,1.0,2.0,2.0,6.0,223.0,10.0,7.0,0.0,17.0,7.0,18.0,1.0,3.0,6.0,42.0,1.0,1.0,2.0,31:49,1:00,W 41-17,W -12.5,O 46.5,-12.5,46.5,58.0,O,4.0,3.727272727272727,22.0,1.0,0.25,0.7735849056603774,0.041666666666666664,0.6111111111111112,0.6666666666666667,0.2361111111111111,4.472222222222222,2.0,0.0,0.027777777777777776,28.183333333333334,31.816666666666666,1.4547604967474868,8.586635127143701,0.4697222222222222,0.5343111576741749,10.120481927710843,40.5,29.0,337.0,409.5,3.6818181818181817,30.636363636363637,0.7867924528301887,6.605,5.42,0.5,1.0,26.683333333333334,33.31666666666667,0.5,0.01,0.013888888888888888,1.5215562907297988,12.870418821017251,0.44472222222222224,0.8559540470036744,12.197627273094291,4.5,0.5,0.3977272727272727,0.5,0.5722222222222222,0.33333333333333337,0.03170289855072464,1.0,1.0,1.0,1.0-1.0,0.5,1571.0438047166094,1397.1060754485206
18,2025,rav,3.0,3.0,2025-09-22,0.0,Mon,det,L,30.0,38.0,0,21.0,28.0,75.0,233.0,3.0,8.3,10.46,135.0,7.0,55.0,19.0,85.0,1.0,4.5,54.0,318.0,5.89,1.0,1.0,3.0,3.0,3.0,157.0,14.0,4.0,3.0,21.0,6.0,11.0,0.0,1.0,3.0,10.0,1.0,0.0,1.0,26:42,Mon,20.0,28.0,71.4,202.0,1.0,7.2,7.93,103.6,0.0,0.0,38.0,224.0,4.0,5.9,66.0,426.0,6.45,2.0,1.0,5.0,5.0,3.0,146.0,11.0,12.0,1.0,24.0,7.0,14.0,3.0,3.0,8.0,68.0,0.0,0.0,0.0,33:18,8:15,L 30-38,L -4.5,O 53.5,-4.5,53.5,68.0,O,4.0,3.3333333333333335,35.333333333333336,0.0,0.5454545454545454,0.5555555555555556,0.0,0.5,0.0,0.5757575757575758,6.454545454545454,-1.0,0.018518518518518517,0.0,26.7,33.3,1.1235955056179776,11.910112359550562,0.445,1.1411411411411412,12.792792792792794,40.5,29.0,337.0,409.5,3.6818181818181817,30.636363636363637,0.7867924528301887,6.605,5.42,0.5,1.0,26.683333333333334,33.31666666666667,0.5,0.01,0.013888888888888888,1.5215562907297988,12.870418821017251,0.44472222222222224,0.8559540470036744,12.197627273094291,4.5,0.5,0.3977272727272727,0.5,0.5722222222222222,0.33333333333333337,0.03170289855072464,1.0,0.0,1.0,1.0-2.0,0.3333333333333333,1564.6585786332473,1606.3883032629349
19,2025,rav,4.0,4.0,2025-09-28,1.0,Sun,kan,L,20.0,37.0,0,23.0,33.0,69.7,194.0,1.0,5.9,5.12,82.1,3.0,5.0,17.0,166.0,1.0,9.8,53.0,360.0,6.79,2.0,2.0,2.0,2.0,1.0,50.0,10.0,7.0,1.0,18.0,3.0,10.0,1.0,4.0,6.0,56.0,1.0,1.0,2.0,25:15,Sun,25.0,37.0,67.6,264.0,4.0,7.1,9.3,124.2,1.0,6.0,32.0,118.0,0.0,3.7,70.0,382.0,5.46,4.0,3.0,4.0,4.0,1.0,37.0,15.0,8.0,1.0,24.0,5.0,15.0,4.0,4.0,5.0,40.0,0.0,0.0,0.0,34:45,4:25,L 20-37,L -2.5,O 48.5,-2.5,48.5,57.0,O,2.0,2.857142857142857,51.42857142857143,0.25,0.3,0.37735849056603776,0.02702702702702703,0.6666666666666667,0.0,0.5285714285714286,5.457142857142857,-2.0,0.03773584905660377,0.0,25.25,34.75,0.7920792079207921,14.257425742574258,0.42083333333333334,1.064748201438849,10.992805755395683,37.0,32.0,330.6666666666667,415.0,3.5656565656565657,32.2020202020202,0.7097134870719777,6.366666666666667,5.763333333333333,0.6666666666666666,0.6666666666666666,26.688888888888886,33.31111111111111,0.0,0.012839506172839507,0.009259259259259259,1.388902695692525,12.550316667195021,0.4448148148148148,0.9510164117161634,12.396015779660459,5.0,0.3333333333333333,0.44696969696969696,0.3333333333333333,0.5481481481481482,0.22222222222222224,0.021135265700483092,1.0,0.0,1.0,1.0-3.0,0.25,1537.2167008222973,1583.4238226832865
20,2025,rav,5.0,5.0,2025-10-05,0.0,Sun,htx,L,10.0,44.0,0,14.0,20.0,70.0,163.0,0.0,8.2,1.4,54.8,1.0,16.0,19.0,44.0,1.0,2.3,40.0,207.0,5.18,2.0,1.0,1.0,1.0,4.0,182.0,7.0,4.0,1.0,12.0,3.0,8.0,0.0,0.0,9.0,49.0,0.0,3.0,3.0,23:27,Sun,25.0,31.0,80.6,250.0,4.0,8.1,10.65,139.9,2.0,17.0,33.0,167.0,1.0,5.1,66.0,417.0,6.32,3.0,3.0,5.0,5.0,1.0,59.0,15.0,8.0,4.0,27.0,7.0,12.0,1.0,1.0,4.0,26.0,0.0,0.0,0.0,36:33,1:00,L 10-44,L +1,O 41,1.0,41.0,54.0,O,1.0,1.0,20.7,0.0,0.375,0.25,0.06451612903225806,0.41666666666666663,0.0,0.6666666666666666,6.318181818181818,-3.0,0.075,0.0,23.45,36.55,0.4264392324093817,8.8272921108742,0.3908333333333333,1.2038303693570451,11.40902872777018,30.333333333333332,30.666666666666668,306.6666666666667,376.6666666666667,3.3059163059163055,36.25396825396825,0.5688329839273236,5.75,5.46,1.0,0.6666666666666666,26.71111111111111,33.28888888888889,-0.3333333333333333,0.018751455858374094,0.009259259259259259,1.1234784034287522,11.584724409756172,0.4451851851851852,0.9134001667513884,11.302026825299771,4.0,0.6666666666666666,0.36515151515151517,0.4166666666666667,0.5925925925925927,0.22222222222222224,0.022897897897897895,1.0,0.0,1.0,1.0-4.0,0.2,1506.3700183348153,1475.687360974768
21,2025,rav,6.0,6.0,2025-10-12,0.0,Sun,ram,L,3.0,17.0,0,21.0,34.0,61.8,117.0,0.0,3.4,2.12,55.6,4.0,23.0,37.0,179.0,0.0,4.8,75.0,296.0,3.95,1.0,1.0,0.0,0.0,1.0,53.0,6.0,11.0,2.0,19.0,7.0,17.0,2.0,6.0,7.0,80.0,2.0,1.0,3.0,37:55,Sun,17.0,26.0,65.4,167.0,1.0,6.4,7.19,96.2,2.0,14.0,23.0,74.0,1.0,3.2,51.0,241.0,4.73,2.0,1.0,2.0,2.0,2.0,113.0,10.0,4.0,1.0,15.0,4.0,10.0,1.0,2.0,6.0,40.0,1.0,0.0,1.0,22:05,1:00,L 3-17,L +7.5,U 45,7.5,45.0,20.0,U,0.0,0.6,59.2,0.3333333333333333,0.4117647058823529,0.04,0.07692307692307693,0.6,0.5,0.3333333333333333,4.7254901960784315,-2.0,0.04,0.0196078431372549,37.916666666666664,22.083333333333332,0.07912087912087913,7.806593406593407,0.6319444444444444,0.769811320754717,10.913207547169812,20.0,39.666666666666664,295.0,408.3333333333333,2.3968253968253967,35.82063492063492,0.39430468204053115,5.953333333333333,6.076666666666667,2.0,0.0,25.133333333333336,34.86666666666667,-2.0,0.04375145585837409,0.0,0.7807046486493837,11.664943404333007,0.4188888888888889,1.1365732373123452,11.731542425319551,4.0,0.3333333333333333,0.4068181818181818,0.08333333333333333,0.5277777777777778,0.0,0.03051438535309503,1.0,0.0,1.0,1.0-5.0,0.16666666666666666,1478.091491380803,1573.4738257748468
22,2025,rav,7.0,8.0,2025-10-26,0.0,Sun,chi,W,30.0,16.0,0,17.0,22.0,77.3,178.0,1.0,8.1,9.0,115.3,2.0,8.0,35.0,177.0,2.0,5.1,59.0,355.0,6.02,3.0,3.0,3.0,3.0,2.0,95.0,8.0,13.0,3.0,24.0,4.0,10.0,1.0,1.0,6.0,45.0,0.0,0.0,0.0,30:30,Sun,25.0,38.0,65.8,276.0,0.0,7.3,6.08,76.2,1.0,9.0,23.0,96.0,1.0,4.2,62.0,372.0,6.0,4.0,3.0,1.0,1.0,2.0,108.0,13.0,5.0,1.0,19.0,6.0,13.0,0.0,1.0,11.0,79.0,0.0,1.0,1.0,29:30,1:00,W 30-16,W -2.5,O 45,-2.5,45.0,46.0,O,3.0,3.75,44.375,1.0,0.4,0.5084745762711864,0.02631578947368421,0.5384615384615384,1.0,0.25806451612903225,6.0,1.0,0.0,0.016129032258064516,30.5,29.5,0.9836065573770492,11.639344262295081,0.5083333333333333,0.5423728813559322,12.610169491525424,11.0,32.666666666666664,287.6666666666667,346.6666666666667,1.4857142857142858,43.77619047619047,0.22245283018867926,5.306666666666666,5.503333333333334,2.6666666666666665,0.3333333333333333,28.87222222222222,31.127777777777776,-2.3333333333333335,0.050911949685534585,0.006535947712418301,0.4325464398170176,10.297103753347288,0.48120370370370374,1.0127966305168705,11.105014010111892,4.333333333333333,1.0,0.3622549019607843,0.19444444444444442,0.5611111111111112,0.16666666666666666,0.05615541099412067,1.0,1.0,2.0,2.0-6.0,0.25,1483.9862174371556,1493.940682767192
23,2025,rav,8.0,9.0,2025-10-30,1.0,Thu,mia,W,28.0,6.0,0,18.0,23.0,78.3,188.0,4.0,8.2,11.65,140.3,2.0,16.0,31.0,150.0,0.0,4.8,56.0,338.0,6.04,0.0,0.0,4.0,4.0,6.0,336.0,11.0,7.0,0.0,18.0,5.0,13.0,1.0,1.0,5.0,56.0,0.0,0.0,0.0,31:43,Thu,25.0,40.0,62.5,245.0,0.0,6.1,5.0,69.3,2.0,16.0,20.0,87.0,0.0,4.4,62.0,332.0,5.35,3.0,2.0,0.0,0.0,3.0,128.0,12.0,4.0,1.0,17.0,2.0,12.0,2.0,3.0,5.0,45.0,2.0,1.0,3.0,28:17,8:20,W 28-6,W -7.5,U 51,-7.5,51.0,34.0,U,4.0,2.8,33.8,1.0,0.38461538461538464,0.5,0.05,0.8333333333333334,0.33333333333333337,0.0967741935483871,5.354838709677419,3.0,0.0,0.04838709677419355,31.716666666666665,28.283333333333335,0.882816605359958,10.656857593273779,0.528611111111111,0.2121390689451974,11.73836181496759,14.333333333333334,25.666666666666668,286.0,343.3333333333333,1.7833333333333332,41.425,0.2661581920903955,5.05,5.683333333333334,2.0,0.6666666666666666,30.62222222222222,29.377777777777776,-1.3333333333333333,0.03833333333333333,0.011912291798439806,0.49638888963577,9.424409926587563,0.5103703703703704,0.8386715238225649,11.644135255488472,4.666666666666667,1.0,0.39558823529411763,0.4444444444444444,0.5183760683760683,0.5,0.055918331809673066,1.0,1.0,3.0,3.0-6.0,0.3333333333333333,1510.462150750831,1394.5782726253876
134,2025,sdg,1.0,1.0,2025-09-05,0.0,Fri,kan,W,27.0,21.0,0,25.0,34.0,73.5,304.0,3.0,8.9,10.71,130.0,3.0,14.0,25.0,90.0,0.0,3.6,62.0,394.0,6.35,2.0,2.0,3.0,3.0,2.0,106.0,16.0,6.0,0.0,22.0,7.0,13.0,1.0,1.0,6.0,49.0,0.0,0.0,0.0,32:44,Fri,24.0,39.0,61.5,249.0,1.0,6.4,6.9,88.5,2.0,9.0,17.0,98.0,1.0,5.8,58.0,347.0,5.98,3.0,3.0,1.0,0.0,3.0,116.0,9.0,8.0,1.0,18.0,5.0,14.0,3.0,3.0,10.0,71.0,0.0,0.0,0.0,27:16,0,0,0,0,0.0,0.0,48.0,P,3.0,3.857142857142857,56.285714285714285,1.0,0.5384615384615384,0.43548387096774194,0.05128205128205128,0.6428571428571428,0.0,0.3620689655172414,5.982758620689655,0.0,0.0,0.0,32.733333333333334,27.266666666666666,0.824847250509165,12.036659877800407,0.5455555555555556,0.7701711491442543,12.726161369193154,27.0,21.0,394.0,347.0,3.857142857142857,56.285714285714285,0.43548387096774194,6.35,5.98,0.0,0.0,32.733333333333334,27.266666666666666,0.0,0.0,0.0,0.824847250509165,12.036659877800407,0.5455555555555556,0.7701711491442543,12.726161369193154,7.0,1.0,0.5384615384615384,1.0,0.6428571428571428,0.0,0.05128205128205128,1.0,1.0,1.0,1.0-0.0,1.0,1541.9407545563342,1597.1184108819334
135,2025,sdg,2.0,2.0,2025-09-15,1.0,Mon,rai,W,20.0,9.0,0,19.0,27.0,70.4,236.0,2.0,8.7,10.22,121.8,2.0,6.0,26.0,81.0,0.0,3.1,55.0,317.0,5.76,2.0,2.0,2.0,2.0,3.0,158.0,8.0,6.0,1.0,15.0,4.0,11.0,1.0,2.0,6.0,33.0,1.0,0.0,1.0,28:17,Mon,24.0,43.0,55.8,150.0,0.0,3.5,0.35,34.1,3.0,30.0,19.0,68.0,0.0,3.6,65.0,218.0,3.35,3.0,3.0,0.0,0.0,2.0,114.0,8.0,5.0,2.0,15.0,9.0,18.0,0.0,2.0,5.0,47.0,0.0,3.0,3.0,31:43,10:00,W 20-9,W -3.5,U 46.5,-3.5,46.5,29.0,U,2.0,2.5,39.625,0.5,0.36363636363636365,0.36363636363636365,0.06976744186046512,0.5,1.0,0.13846153846153847,3.353846153846154,2.0,0.01818181818181818,0.046153846153846156,28.283333333333335,31.716666666666665,0.7071302298173247,11.208014142604595,0.4713888888888889,0.2837624802942722,6.873357856016816,23.5,15.0,355.5,282.5,3.178571428571429,47.95535714285714,0.39956011730205276,6.055,4.665,0.5,1.5,30.508333333333333,29.491666666666667,1.0,0.00909090909090909,0.023076923076923078,0.7659887401632448,11.6223370102025,0.5084722222222222,0.5269668147192632,9.799759612604985,5.5,1.0,0.45104895104895104,0.75,0.5714285714285714,0.5,0.0605247465712582,1.0,1.0,2.0,2.0-0.0,1.0,1570.3856669536285,1455.33093861957
136,2025,sdg,3.0,3.0,2025-09-21,0.0,Sun,den,W,23.0,20.0,0,28.0,47.0,59.6,270.0,1.0,5.7,5.21,73.9,5.0,30.0,28.0,106.0,1.0,3.8,80.0,376.0,4.7,3.0,3.0,2.0,2.0,5.0,249.0,17.0,6.0,6.0,29.0,8.0,17.0,0.0,0.0,3.0,25.0,1.0,1.0,2.0,36:20,Sun,14.0,25.0,56.0,147.0,1.0,5.9,6.68,86.6,2.0,6.0,21.0,118.0,1.0,5.6,48.0,265.0,5.52,2.0,2.0,2.0,2.0,7.0,330.0,5.0,3.0,1.0,9.0,2.0,13.0,2.0,2.0,10.0,90.0,0.0,0.0,0.0,23:40,4:05,W 23-20,W -2.5,U 45.5,-2.5,45.5,43.0,U,2.0,1.9166666666666667,31.333333333333332,0.0,0.47058823529411764,0.2875,0.08,0.8461538461538461,0.0,0.4166666666666667,5.520833333333333,-2.0,0.025,0.0,36.333333333333336,23.666666666666668,0.6330275229357798,10.34862385321101,0.6055555555555556,0.8450704225352113,11.197183098591548,23.5,15.0,355.5,282.5,3.178571428571429,47.95535714285714,0.39956011730205276,6.055,4.665,0.5,1.5,30.508333333333333,29.491666666666667,1.0,0.00909090909090909,0.023076923076923078,0.7659887401632448,11.6223370102025,0.5084722222222222,0.5269668147192632,9.799759612604985,5.5,1.0,0.45104895104895104,0.75,0.5714285714285714,0.5,0.0605247465712582,1.0,1.0,3.0,3.0-0.0,1.0,1591.919111169172,1482.421033015224
137,2025,sdg,4.0,4.0,2025-09-28,1.0,Sun,nyg,L,18.0,21.0,0,23.0,41.0,56.1,186.0,1.0,4.5,2.83,55.5,2.0,17.0,13.0,152.0,1.0,11.7,56.0,338.0,6.04,1.0,1.0,1.0,1.0,5.0,244.0,8.0,6.0,3.0,17.0,4.0,12.0,0.0,0.0,14.0,107.0,0.0,2.0,2.0,24:32,Sun,14.0,21.0,66.7,89.0,1.0,4.2,5.19,91.2,6.0,30.0,42.0,161.0,1.0,3.8,69.0,250.0,3.62,2.0,2.0,1.0,1.0,5.0,244.0,6.0,11.0,3.0,20.0,7.0,15.0,0.0,1.0,8.0,43.0,0.0,0.0,0.0,35:28,1:00,L 18-21,L -6,U 42.5,-6.0,42.5,39.0,U,2.0,1.8,33.8,0.0,0.3333333333333333,0.32142857142857145,0.2857142857142857,0.5333333333333333,1.0,0.30434782608695654,3.6231884057971016,-2.0,0.03571428571428571,0.0,24.533333333333335,35.46666666666667,0.733695652173913,13.777173913043477,0.4088888888888889,0.5921052631578947,7.048872180451127,23.333333333333332,16.666666666666668,362.3333333333333,276.6666666666667,2.757936507936508,42.41468253968254,0.3622067448680352,5.603333333333333,4.95,1.0,1.0,32.45,27.55,0.0,0.014393939393939395,0.015384615384615385,0.7216683344207565,11.197765957872003,0.5408333333333334,0.6330013506579126,10.265567441267173,6.333333333333333,0.6666666666666666,0.45756204579733994,0.5,0.663003663003663,0.3333333333333333,0.06701649771417213,1.0,0.0,3.0,3.0-1.0,0.75,1577.9992374972182,1373.1699898992827
